Country,Total populationa (000s) / Male,Total populationa (000s) / Female,Total populationa (000s) / Both sexes,Life expectancy at birthb (years) / Male,Life expectancy at birthb (years) / Female,Life expectancy at birthb (years) / Both sexes,Healthy life expectancy at birthb (years) / Male,Healthy life expectancy at birthb (years) / Female,Healthy life expectancy at birthb (years) / Both sexes,Maternal mortality ratioc (per 100 000 live births),Proportion of births attended by skilled health personneld (%),Under-five mortality ratee (per 1000 live births),Neonatal mortality ratee (per 1000 live births),New HIV infectionsf (per 1000 uninfected population),Tuberculosis incidenceg (per 100 000 population),Malaria incidenceh (per 1000 population at risk),Hepatitis B surface antigen (HBsAg) prevalence among children under 5 yearsi (%),Reported number of people requiring interventions against NTDsj,"Probability of dying from any of CVD, cancer, diabetes, CRD between age 30 and exact age 70k (%)",Suicide mortality ratek (per 100 000 population),Total alcohol per capita (≥ 15 years of age) consumptionl (litres of pure alcohol),Road traffic mortality ratek (per 100 000 population),Proportion of women of reproductive age who have their need for family planning satisfied with modern methodsm (%),Adolescent birth raten (per 1000 women aged 15–19 years),Adolescent birth raten (per 1000 women aged 10-14 years),UHC: Service coverage indexo,Population with household expenditures on health > 10% of total household expenditure or incomep (%),Population with household expenditures on health > 25% of total household expenditure or incomep (%),Age-standardized mortality rate attributed to household and ambient air pollutionq  (per 100 000 population) ,Mortality rate attributed to exposure to unsafe WASH servicesr (per 100 000 population),Mortality rate from unintentional poisoningk (per 100 000 population),Age-standardized prevalence of tobacco use among persons 15 years and olders  (%) ,Diphtheria-tetanus-pertussis (DTP3) immunization coverage among 1-year-oldst (%),Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended aget (%) ,Pneumococcal conjugate 3rd dose (PCV3) immunization coverage  among 1-year oldst (%),Human papillomavirus (HPV) immunization coverage estimates among 15 year-old girlst (%),"Total net official development assistance to medical research and basic health sectors per capitau (US$), by recipient country

",Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basisv (%),Density of medical doctorsw (per 10 000 population) ,Density of nursing and midwifery personnelw (per 10 000 population) ,Density of dentistsw (per 10 000 population) ,Density of pharmacistsw (per 10 000 population) ,Average of 13 International Health Regulations core capacity scoresx,Proportion of bloodstream infections due methicillin-resistant Staphylococcus aureusy (%),Proportion of bloodstream infection due to Escherichia coli resistant to 3rd-generation cephalosporiny (%),Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE)z (%),Prevalence of stunting in children under 5aa (%),Prevalence of wasting in children under 5aa (%),Prevalence of overweight in children under 5aa (%),Prevalence of anaemia in women of reproductive age (15–49 years)ab  (%),Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 monthsac (%) ,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetimeac (%) ,Proportion of population using safely-managed drinking-water servicesad (%),Proportion of population using safely-managed sanitation servicesad (%),Proportion of population using a hand-washing facility with soap and waterad (%),Proportion of safely treated domestic wastewater flowsae (%),Amount of water- and sanitation-related official development assistance that is part of a government-coordinated spending planaf (constant 2020 US$ millions),Proportion of population with primary reliance on clean fuels and technologyag (%),Annual mean concentrations of fine particulate matter (PM2.5) in urban areasag (µg/m3),Mortality rate due to homicidek (per 100 000 population),Number of cases of poliomyelitis caused by wild poliovirus (WPV)ah,Age-standardized prevalence of hypertension among adults aged 30-79 yearsai (%),Prevalence of obesity among children and adolescents (5–19 years)aj (%),Age-standardized prevalence of obesity among adults (18+ years)aj (%)
Comoros,439,431,870,65.9,68.9,67.4,58.3,59.6,58.9,273,82,61,29,0.01,35,5.2,1.16,503090,20.6,5.4,1.1,26.6,28.8,38,NaN,44,8.8,1.6,172.4,50.7,2.4,20.3,87,NaN,NaN,NaN,17.56,NaN,2.6,14.8,0.4,0.7,41,NaN,NaN,4.1,22.6,11.2,9.6,33.8,8,16,NaN,NaN,NaN,NaN,0.34,8,15.5,7.4,0,33.2,2.8,7.8
Congo,2757,2761,5518,63.8,65.6,64.7,56.4,56.1,56.2,378,91,45,19,1.94,379,213.2,2.56,1438750,22.6,6.5,9.2,29.7,43.2,111.3,2.5,40,NaN,NaN,130.7,38.7,1.3,14.5,73,29,71,NaN,3.67,0,1,9.7,NaN,0.3,51,NaN,NaN,3.5,18,8.2,5.1,48.8,NaN,NaN,46,NaN,NaN,NaN,33.86,35,44.4,10,0,39.8,2,9.6
Cook Islands,NaN,NaN,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4,NaN,13,NaN,0.1,0,NaN,NaN,10.9,NaN,NaN,41.9,0.3,54,NaN,NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN,NaN,NaN,14.1,80,3.4,0.6,NaN,NaN,NaN,7.9,NaN,NaN,NaN,27.1,14,33,NaN,NaN,NaN,NaN,NaN,76,NaN,NaN,NaN,42.6,32.2,55.9
Costa Rica,2545,2549,5094,78.3,83.4,80.8,68.6,71.3,70,27,99,8,6,0.34,10,NaN,0.02,10590,9.5,8.1,4.1,14.8,80.8,33.3,1.3,78,7.4,1.1,23.3,0.9,0.1,8.8,95,93,95,77,0.95,NaN,33,38,11.5,11.9,67,NaN,NaN,24.1,8.6,1.8,8.1,13.7,7,27,81,30,86,23,3.87,96,18.6,12.6,0,37.8,12.3,25.7
Côte d'Ivoire,13300,13078,26378,60.5,65.8,62.9,53.4,56.5,54.8,617,74,78,33,0.24,135,287,3.44,21966154,21.7,8.9,3,24.1,43.5,118.8,5,45,12.4,3.4,269.1,47.2,2.5,9.4,80,NaN,79,13,6.51,NaN,1.6,6.6,0.1,0.4,20,72,90,5.5,17.8,6.1,2.8,50.9,16,27,35,NaN,22,NaN,15.04,32,58.5,11.5,0,37.3,3.4,10.3
Croatia,1979,2126,4105,75.5,81.6,78.6,66.7,70.5,68.6,8,100,5,3,0.02,7,NaN,0.12,0,16.1,16.4,8.7,7.9,NaN,8.8,0.1,73,NaN,NaN,35.5,0.1,0.4,36.9,94,91,NaN,NaN,NaN,NaN,34.7,81.2,12.2,7.2,75,50,18,12.1,NaN,NaN,NaN,21,4,13,NaN,68,NaN,60,NaN,100,17.8,1.1,0,48.4,10.9,24.4
Cuba,5623,5703,11327,75.4,80.3,77.8,66.6,69.2,67.8,36,100,5,2,0.18,6,NaN,0.03,48144,16.6,14.5,6.3,8.9,86.9,51.1,1.3,80,NaN,NaN,49.5,1,0.2,17.9,99,98,NaN,NaN,0.97,NaN,84.2,75.6,16.7,NaN,95,NaN,NaN,15.9,7,2,10,19.3,5,14,NaN,37,92,24,15.94,94,22.7,5.1,0,39.9,11.4,24.6
Cyprus,604,604,1207,81.1,85.1,83.1,71.8,73,72.4,6,99,3,2,NaN,6,NaN,0.34,1,8.2,3.6,10.8,5.8,NaN,6.7,0,79,14.7,1.6,20.1,0.3,0.3,35.1,NaN,NaN,NaN,NaN,NaN,NaN,31.4,52.5,8,6.5,63,50,52,9.9,NaN,NaN,NaN,13.6,3,16,100,77,NaN,67,NaN,100,15.6,1.3,0,30.8,12.2,21.8
Czechia,5273,5436,10709,76.3,81.9,79.1,67,70.6,68.8,3,100,3,2,NaN,4,NaN,0.13,3,14.3,12.2,14.3,5.9,NaN,9.9,0.1,78,NaN,NaN,29.6,0.2,0.4,30.7,97,90,NaN,NaN,NaN,NaN,41.5,89.3,7.3,7.2,NaN,9,13,15.4,2.5,NaN,6.6,21.1,4,22,98,85,NaN,90,NaN,100,15.8,0.6,0,41.6,9.7,26
Democratic People's Republic of Korea,12608,13170,25779,69.3,75.7,72.6,63.3,66.6,65,89,100,16,9,NaN,523,0.2,0.2,5337343,23.9,9.4,4.2,24.2,89.6,1,NaN,68,NaN,NaN,207.2,1.4,1.4,17.4,97,99,NaN,NaN,0.36,NaN,36.8,44.5,2.2,4,77,NaN,NaN,NaN,18.2,2.5,1.9,33.9,NaN,NaN,66,NaN,NaN,NaN,0.16,12,39.7,4.2,0,26.5,8.5,6.8
